V1	V2	V3	V4	V5	V6	V7
GGB4745_SGB6570	k__Bacteria	p__Tenericutes	c__CFGB1787	o__OFGB1787	f__FGB1787	g__GGB4745	s__GGB4745_SGB6570
GGB4745_SGB6571	k__Bacteria	p__Tenericutes	c__CFGB1787	o__OFGB1787	f__FGB1787	g__GGB4745	s__GGB4745_SGB6571
GGB4754_SGB6584	k__Bacteria	p__Tenericutes	c__CFGB1789	o__OFGB1789	f__FGB1789	g__GGB4754	s__GGB4754_SGB6584
GGB781_SGB1024	k__Bacteria	p__Tenericutes	c__CFGB343	o__OFGB343	f__FGB343	g__GGB781	s__GGB781_SGB1024
GGB4750_SGB6579	k__Bacteria	p__Tenericutes	c__CFGB4862	o__OFGB4862	f__FGB4862	g__GGB4750	s__GGB4750_SGB6579
Mycoplasma_hominis	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_hominis
Ureaplasma_parvum	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Ureaplasma	s__Ureaplasma_parvum
Ureaplasma_urealyticum	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Ureaplasma	s__Ureaplasma_urealyticum
GGB6132_SGB8779	k__Bacteria	p__Verrucomicrobia	c__CFGB2164	o__OFGB2164	f__FGB2164	g__GGB6132	s__GGB6132_SGB8779
GGB6133_SGB8780	k__Bacteria	p__Verrucomicrobia	c__CFGB2165	o__OFGB2165	f__FGB2165	g__GGB6133	s__GGB6133_SGB8780
Puniceicoccaceae_bacterium_Marseille_Q1082	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Puniceicoccales	f__Puniceicoccaceae	g__Puniceicoccaceae_unclassified	s__Puniceicoccaceae_bacterium_Marseille_Q1082
Puniceicoccaceae_unclassified_SGB15388	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Puniceicoccales	f__Puniceicoccaceae	g__Puniceicoccaceae_unclassified	s__Puniceicoccaceae_unclassified_SGB15388
Puniceicoccaceae_unclassified_SGB8769	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Puniceicoccales	f__Puniceicoccaceae	g__Puniceicoccaceae_unclassified	s__Puniceicoccaceae_unclassified_SGB8769
Akkermansia_SGB48227	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_SGB48227
Akkermansia_muciniphila	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_muciniphila
Akkermansia_sp_KLE1798	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_sp_KLE1798
GGB6529_SGB9222	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__GGB6529	s__GGB6529_SGB9222
Candida_albicans	k__Eukaryota	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Candida	s__Candida_albicans
Saccharomyces_cerevisiae	k__Eukaryota	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces	s__Saccharomyces_cerevisiae
Blastocystis_sp_subtype_1	k__Eukaryota	p__Eukaryota_unclassified	c__Eukaryota_unclassified	o__Eukaryota_unclassified	f__Eukaryota_unclassified	g__Blastocystis	s__Blastocystis_sp_subtype_1
Giardia_intestinalis	k__Eukaryota	p__Eukaryota_unclassified	c__Eukaryota_unclassified	o__Eukaryota_unclassified	f__Hexamitidae	g__Giardia	s__Giardia_intestinalis
Trichomonas_vaginalis	k__Eukaryota	p__Eukaryota_unclassified	c__Eukaryota_unclassified	o__Trichomonadida	f__Trichomonadidae	g__Trichomonas	s__Trichomonas_vaginalis
Actinomyces_massiliensis	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces_massiliensis
Actinomyces_naeslundii	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces_naeslundii
Actinomyces_sp_oral_taxon_448	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces_sp_oral_taxon_448
Bifidobacterium_ruminantium	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_ruminantium
Arachnia_rubra	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia	s__Arachnia_rubra
GGB79996_SGB14375	k__Bacteria	p__Actinobacteria	c__CFGB10299	o__OFGB10299	f__FGB10299	g__GGB79996	s__GGB79996_SGB14375
GGB22650_SGB63087	k__Bacteria	p__Actinobacteria	c__CFGB76760	o__OFGB76760	f__FGB76760	g__GGB22650	s__GGB22650_SGB63087
GGB9369_SGB14350	k__Bacteria	p__Actinobacteria	c__CFGB76796	o__OFGB76796	f__FGB76796	g__GGB9369	s__GGB9369_SGB14350
GGB74708_SGB54312	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__GGB74708	s__GGB74708_SGB54312
Olsenella_SGB14390	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__Olsenella_SGB14390
Olsenella_SGB42906	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__Olsenella_SGB42906
Olsenella_SGB72492	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__Olsenella_SGB72492
Olsenella_porci	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__Olsenella_porci
Olsenella_timonensis	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__Olsenella_timonensis
Parolsenella_catena	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Parolsenella	s__Parolsenella_catena
Tractidigestivibacter_scatoligenes	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Tractidigestivibacter	s__Tractidigestivibacter_scatoligenes
Collinsella_massiliensis	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enorma	s__Collinsella_massiliensis
Adlercreutzia_mucosicola	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Adlercreutzia	s__Adlercreutzia_mucosicola
Eggerthellaceae_bacterium_AT8	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Eggerthellaceae_unclassified	s__Eggerthellaceae_bacterium_AT8
Eggerthellaceae_unclassified_SGB63096	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Eggerthellaceae_unclassified	s__Eggerthellaceae_unclassified_SGB63096
Enterorhabdus_sp_P55	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Enterorhabdus	s__Enterorhabdus_sp_P55
Raoultibacter_sp_Marseille_P8396	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Raoultibacter	s__Raoultibacter_sp_Marseille_P8396
GGB9412_SGB14768	k__Bacteria	p__Bacteria_unclassified	c__CFGB2992	o__OFGB2992	f__FGB2992	g__GGB9412	s__GGB9412_SGB14768
Phocaeicola_barnesiae	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola_barnesiae
Duncaniella_muris	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Duncaniella	s__Duncaniella_muris
GGB1552_SGB2138	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__GGB1552	s__GGB1552_SGB2138
GGB24127_SGB35930	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__GGB24127	s__GGB24127_SGB35930
GGB74476_SGB2168	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__GGB74476	s__GGB74476_SGB2168
Porphyromonas_SGB1982	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas_SGB1982
GGB1223_SGB1593	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__GGB1223	s__GGB1223_SGB1593
GGB1260_SGB1692	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__GGB1260	s__GGB1260_SGB1692
GGB46081_SGB63842	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__GGB46081	s__GGB46081_SGB63842
GGB74447_SGB1596	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__GGB74447	s__GGB74447_SGB1596
Prevotella_SGB1604	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_SGB1604
Prevotella_multisaccharivorax	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_multisaccharivorax
Prevotella_oralis	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_oralis
Prevotella_sp_PCHR	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_sp_PCHR
Parabacteroides_sp_ZJ_118	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_sp_ZJ_118
GGB1567_SGB2154	k__Bacteria	p__Bacteroidetes	c__CFGB59108	o__OFGB59108	f__FGB59108	g__GGB1567	s__GGB1567_SGB2154
GGB1518_SGB2100	k__Bacteria	p__Bacteroidetes	c__CFGB76422	o__OFGB76422	f__FGB76422	g__GGB1518	s__GGB1518_SGB2100
Gramella_SGB8590	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Gramella	s__Gramella_SGB8590
GGB5988_SGB8608	k__Bacteria	p__Candidatus_Melainabacteria	c__CFGB2104	o__OFGB2104	f__FGB2104	g__GGB5988	s__GGB5988_SGB8608
GGB12788_SGB19833	k__Bacteria	p__Candidatus_Saccharibacteria	c__Candidatus_Saccharibacteria_unclassified	o__Candidatus_Saccharibacteria_unclassified	f__Candidatus_Saccharibacteria_unclassified	g__GGB12788	s__GGB12788_SGB19833
Oceanobacillus_picturae	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	s__Oceanobacillus_picturae
Gemella_bergeri	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillales_unclassified	g__Gemella	s__Gemella_bergeri
GGB4661_SGB6449	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__GGB4661	s__GGB4661_SGB6449
Aerococcus_urinaeequi	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus_urinaeequi
Granulicatella_SGB64171	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	s__Granulicatella_SGB64171
Enterococcus_italicus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_italicus
GGB9582_SGB15002	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__GGB9582	s__GGB9582_SGB15002
Companilactobacillus_formosensis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Companilactobacillus	s__Companilactobacillus_formosensis
GGB4546_SGB6267	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__GGB4546	s__GGB4546_SGB6267
GGB4558_SGB6290	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__GGB4558	s__GGB4558_SGB6290
GGB4558_SGB6291	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__GGB4558	s__GGB4558_SGB6291
GGB4598_SGB6360	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__GGB4598	s__GGB4598_SGB6360
Lacticaseibacillus_pantheris	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus_pantheris
Lactiplantibacillus_pentosus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus_pentosus
Lactobacillus_apis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_apis
Lactobacillus_gallinarum	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_gallinarum
Lactobacillus_sp_HBUAS51383	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_sp_HBUAS51383
Lactobacillus_taiwanensis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_taiwanensis
Leuconostoc_carnosum	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc_carnosum
Limosilactobacillus_antri	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_antri
Limosilactobacillus_balticus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_balticus
Limosilactobacillus_coleohominis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_coleohominis
Limosilactobacillus_panis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_panis
Limosilactobacillus_urinaemulieris	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_urinaemulieris
Paucilactobacillus_vaccinostercus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Paucilactobacillus	s__Paucilactobacillus_vaccinostercus
Weissella_minor	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella_minor
Lactococcus_laudensis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_laudensis
Lactococcus_paracarnosus	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_paracarnosus
Streptococcus_dysgalactiae	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_dysgalactiae
GGB71580_SGB98325	k__Bacteria	p__Firmicutes	c__CFGB10021	o__OFGB10021	f__FGB10021	g__GGB71580	s__GGB71580_SGB98325
GGB4643_SGB6427	k__Bacteria	p__Firmicutes	c__CFGB10312	o__OFGB10312	f__FGB10312	g__GGB4643	s__GGB4643_SGB6427
GGB75036_SGB102224	k__Bacteria	p__Firmicutes	c__CFGB1227	o__OFGB1227	f__FGB1227	g__GGB75036	s__GGB75036_SGB102224
GGB3128_SGB4141	k__Bacteria	p__Firmicutes	c__CFGB1307	o__OFGB1307	f__FGB1307	g__GGB3128	s__GGB3128_SGB4141
GGB3141_SGB4154	k__Bacteria	p__Firmicutes	c__CFGB1311	o__OFGB1311	f__FGB1311	g__GGB3141	s__GGB3141_SGB4154
GGB13580_SGB20916	k__Bacteria	p__Firmicutes	c__CFGB1337	o__OFGB1337	f__FGB1337	g__GGB13580	s__GGB13580_SGB20916
GGB13532_SGB14832	k__Bacteria	p__Firmicutes	c__CFGB13532	o__OFGB13532	f__FGB13532	g__GGB13532	s__GGB13532_SGB14832
GGB9091_SGB106149	k__Bacteria	p__Firmicutes	c__CFGB2840	o__OFGB2840	f__FGB2840	g__GGB9091	s__GGB9091_SGB106149
GGB9093_SGB14023	k__Bacteria	p__Firmicutes	c__CFGB2840	o__OFGB2840	f__FGB2840	g__GGB9093	s__GGB9093_SGB14023
GGB4739_SGB6564	k__Bacteria	p__Firmicutes	c__CFGB2873	o__OFGB2873	f__FGB2873	g__GGB4739	s__GGB4739_SGB6564
GGB9299_SGB14260	k__Bacteria	p__Firmicutes	c__CFGB2957	o__OFGB2957	f__FGB2957	g__GGB9299	s__GGB9299_SGB14260
GGB9551_SGB14958	k__Bacteria	p__Firmicutes	c__CFGB3043	o__OFGB3043	f__FGB3043	g__GGB9551	s__GGB9551_SGB14958
GGB79700_SGB6477	k__Bacteria	p__Firmicutes	c__CFGB31626	o__OFGB31626	f__FGB31626	g__GGB79700	s__GGB79700_SGB6477
GGB9763_SGB15380	k__Bacteria	p__Firmicutes	c__CFGB58251	o__OFGB58251	f__FGB58251	g__GGB9763	s__GGB9763_SGB15380
GGB4610_SGB6384	k__Bacteria	p__Firmicutes	c__CFGB72899	o__OFGB72899	f__FGB72899	g__GGB4610	s__GGB4610_SGB6384
GGB52165_SGB72910	k__Bacteria	p__Firmicutes	c__CFGB75985	o__OFGB75985	f__FGB75985	g__GGB52165	s__GGB52165_SGB72910
GGB9109_SGB14042	k__Bacteria	p__Firmicutes	c__CFGB76533	o__OFGB76533	f__FGB76533	g__GGB9109	s__GGB9109_SGB14042
GGB80012_SGB15001	k__Bacteria	p__Firmicutes	c__CFGB76784	o__OFGB76784	f__FGB76784	g__GGB80012	s__GGB80012_SGB15001
GGB9583_SGB15004	k__Bacteria	p__Firmicutes	c__CFGB76784	o__OFGB76784	f__FGB76784	g__GGB9583	s__GGB9583_SGB15004
GGB27377_SGB13972	k__Bacteria	p__Firmicutes	c__CFGB9298	o__OFGB9298	f__FGB9298	g__GGB27377	s__GGB27377_SGB13972
GGB3569_SGB4776	k__Bacteria	p__Firmicutes	c__CFGB9718	o__OFGB9718	f__FGB9718	g__GGB3569	s__GGB3569_SGB4776
Candidatus_Avispirillum_faecium	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_unclassified	f__Clostridia_unclassified	g__Candidatus_Avispirillum	s__Candidatus_Avispirillum_faecium
Candidatus_Gallimonas_merdae	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_unclassified	f__Clostridia_unclassified	g__Candidatus_Gallimonas	s__Candidatus_Gallimonas_merdae
Candidatus_Metalachnospira_gallinarum	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_unclassified	f__Clostridia_unclassified	g__Candidatus_Metalachnospira	s__Candidatus_Metalachnospira_gallinarum
Candidatus_Timburyella_stercoris	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_unclassified	f__Clostridia_unclassified	g__Candidatus_Timburyella	s__Candidatus_Timburyella_stercoris
GGB9687_SGB15191	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_unclassified	f__Clostridia_unclassified	g__GGB9687	s__GGB9687_SGB15191
GGB9061_SGB13978	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB9061	s__GGB9061_SGB13978
Gemmiger_SGB105726	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Eubacteriales_unclassified	g__Gemmiger	s__Gemmiger_SGB105726
Coprococcus_SGB4580	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus_SGB4580
GGB1527_SGB2110	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__GGB1527	s__GGB1527_SGB2110
GGB3474_SGB4637	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__GGB3474	s__GGB3474_SGB4637
GGB79394_SGB105952	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__GGB79394	s__GGB79394_SGB105952
Oribacterium_SGB96486	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium_SGB96486
Roseburia_porci	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Roseburia	s__Roseburia_porci
Velocimicrobium_porci	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Velocimicrobium	s__Velocimicrobium_porci
Flavonifractor_sp_AGMB03687	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor_sp_AGMB03687
GGB37323_SGB42690	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__GGB37323	s__GGB37323_SGB42690
GGB79687_SGB2143	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__GGB79687	s__GGB79687_SGB2143
GGB9635_SGB15104	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__GGB9635	s__GGB9635_SGB15104
GGB6554_SGB9257	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__GGB6554	s__GGB6554_SGB9257
Clostridium_saccharogumia	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelatoclostridium	s__Clostridium_saccharogumia
Selenomonas_artemidis	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas	s__Selenomonas_artemidis
Megasphaera_SGB5856	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_SGB5856
Leptotrichia_hongkongensis	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia_hongkongensis
Alcaligenes_SGB14037	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__Alcaligenes_SGB14037
Burkholderia_sp_9120	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia_sp_9120
Duganella_SGB14003	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Duganella	s__Duganella_SGB14003
GGB13085_SGB20276	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB13085	s__GGB13085_SGB20276
GGB6579_SGB9299	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__GGB6579	s__GGB6579_SGB9299
Sutterella_SGB6348	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_SGB6348
Sutterella_seckii	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_seckii
GGB6585_SGB9306	k__Bacteria	p__Proteobacteria	c__CFGB2401	o__OFGB2401	f__FGB2401	g__GGB6585	s__GGB6585_SGB9306
GGB79719_SGB40885	k__Bacteria	p__Proteobacteria	c__CFGB76450	o__OFGB76450	f__FGB76450	g__GGB79719	s__GGB79719_SGB40885
Desulfovibrio_sp_An276	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_sp_An276
GGB3212_SGB4241	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__GGB3212	s__GGB3212_SGB4241
Helicobacter_cinaedi	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_cinaedi
GGB2732_SGB58358	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__GGB2732	s__GGB2732_SGB58358
Cardiobacterium_SGB9419	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium	s__Cardiobacterium_SGB9419
